target	source	model_idx	blue_rmsd	green_rmsd	rmsd_diff	blue_tmscore	green_tmscore	tmscore_diff	blue_gdtts	green_gdtts	gdtts_diff
1B6C	af_unrelaxed	1	0.4200	0.4150	0.0050	0.9882	0.9885	-0.0003	0.9977	0.9977	0.0000
1B6C	af_unrelaxed	2	0.3560	0.3430	0.0130	0.9915	0.9921	-0.0006	1.0000	1.0000	0.0000
1B6C	af_unrelaxed	3	0.4220	0.4140	0.0080	0.9881	0.9885	-0.0004	0.9977	0.9977	0.0000
1B6C	af_unrelaxed	4	0.3980	0.3870	0.0110	0.9894	0.9899	-0.0005	0.9977	1.0000	-0.0023
1B6C	amber_af	0	0.4240	0.4730	-0.0490	0.9881	0.9857	0.0024	0.9977	0.9930	0.0047
1B6C	amber_af	1	0.4600	0.4810	-0.0210	0.9865	0.9854	0.0011	0.9953	0.9953	0.0000
1B6C	amber_af	2	0.3440	0.3280	0.0160	0.9920	0.9927	-0.0007	1.0000	1.0000	0.0000
1B6C	amber_af	3	0.4240	0.4310	-0.0070	0.9882	0.9879	0.0003	0.9977	0.9953	0.0024
1B6C	amber_af	4	0.4550	0.4750	-0.0200	0.9865	0.9854	0.0011	0.9930	0.9930	0.0000
1B6C	amber_boltz	0	0.3880	0.3420	0.0460	0.9899	0.9921	-0.0022	1.0000	1.0000	0.0000
1B6C	amber_boltz	1	0.3590	0.3670	-0.0080	0.9914	0.9910	0.0004	0.9977	0.9977	0.0000
1B6C	amber_boltz	2	0.3480	0.3480	0.0000	0.9919	0.9918	0.0001	1.0000	1.0000	0.0000
1B6C	amber_boltz	3	0.3410	0.3690	-0.0280	0.9922	0.9909	0.0013	1.0000	0.9977	0.0023
1B6C	amber_boltz	4	0.3490	0.3640	-0.0150	0.9918	0.9910	0.0008	1.0000	1.0000	0.0000
1B6C	boltz	0	0.3720	0.3430	0.0290	0.9908	0.9921	-0.0013	1.0000	1.0000	0.0000
1B6C	boltz	1	0.3590	0.3690	-0.0100	0.9914	0.9909	0.0005	0.9977	0.9977	0.0000
1B6C	boltz	2	0.3460	0.3460	0.0000	0.9920	0.9919	0.0001	1.0000	1.0000	0.0000
1B6C	boltz	3	0.3380	0.3690	-0.0310	0.9923	0.9909	0.0014	1.0000	0.9977	0.0023
1B6C	boltz	4	0.3500	0.3650	-0.0150	0.9917	0.9911	0.0006	1.0000	1.0000	0.0000
1BKD	af_relaxed	0	1.3730	1.3820	-0.0090	0.9502	0.9482	0.0020	0.9337	0.9247	0.0090
1BKD	af_relaxed	1	1.3440	1.2960	0.0480	0.9507	0.9538	-0.0031	0.9337	0.9383	-0.0046
1BKD	af_relaxed	2	1.3720	1.2870	0.0850	0.9496	0.9536	-0.0040	0.9322	0.9352	-0.0030
1BKD	af_relaxed	3	1.2930	1.3860	-0.0930	0.9529	0.9491	0.0038	0.9337	0.9307	0.0030
1BKD	af_relaxed	4	1.3200	1.2990	0.0210	0.9518	0.9524	-0.0006	0.9322	0.9322	0.0000
1BKD	af_unrelaxed	0	1.3630	1.3780	-0.0150	0.9508	0.9483	0.0025	0.9337	0.9262	0.0075
1BKD	af_unrelaxed	1	1.2950	1.2890	0.0060	0.9528	0.9542	-0.0014	0.9398	0.9398	0.0000
1BKD	af_unrelaxed	2	1.3630	1.2850	0.0780	0.9501	0.9536	-0.0035	0.9322	0.9383	-0.0061
1BKD	af_unrelaxed	3	1.3270	1.3780	-0.0510	0.9517	0.9495	0.0022	0.9352	0.9322	0.0030
1BKD	af_unrelaxed	4	1.3200	1.3010	0.0190	0.9517	0.9523	-0.0006	0.9322	0.9352	-0.0030
1BKD	amber_af	0	1.3730	1.3830	-0.0100	0.9503	0.9480	0.0023	0.9337	0.9247	0.0090
1BKD	amber_af	1	1.2940	1.2950	-0.0010	0.9529	0.9539	-0.0010	0.9322	0.9367	-0.0045
1BKD	amber_af	2	1.3720	1.2870	0.0850	0.9496	0.9536	-0.0040	0.9307	0.9337	-0.0030
1BKD	amber_af	3	1.3460	1.3850	-0.0390	0.9505	0.9492	0.0013	0.9337	0.9322	0.0015
1BKD	amber_af	4	1.3200	1.2990	0.0210	0.9517	0.9524	-0.0007	0.9322	0.9322	0.0000
1BKD	amber_boltz	0	0.6410	0.6330	0.0080	0.9855	0.9851	0.0004	0.9834	0.9789	0.0045
1BKD	amber_boltz	1	0.6660	0.6370	0.0290	0.9834	0.9850	-0.0016	0.9789	0.9819	-0.0030
1BKD	amber_boltz	2	0.6940	0.6660	0.0280	0.9827	0.9838	-0.0011	0.9774	0.9804	-0.0030
1BKD	amber_boltz	3	0.6810	0.6600	0.0210	0.9836	0.9845	-0.0009	0.9789	0.9804	-0.0015
1BKD	amber_boltz	4	0.6910	0.6790	0.0120	0.9827	0.9838	-0.0011	0.9744	0.9819	-0.0075
1BKD	boltz	0	0.6410	0.6300	0.0110	0.9857	0.9854	0.0003	0.9834	0.9804	0.0030
1BKD	boltz	1	0.6680	0.6410	0.0270	0.9834	0.9849	-0.0015	0.9819	0.9819	0.0000
1BKD	boltz	2	0.6930	0.6610	0.0320	0.9829	0.9842	-0.0013	0.9744	0.9819	-0.0075
1BKD	boltz	3	0.6790	0.6550	0.0240	0.9838	0.9849	-0.0011	0.9789	0.9819	-0.0030
1BKD	boltz	4	0.6880	0.6800	0.0080	0.9829	0.9838	-0.0009	0.9759	0.9804	-0.0045
1BUH	af_relaxed	0	4.2600	4.2170	0.0430	0.9178	0.9194	-0.0016	0.8624	0.8632	-0.0008
1BUH	af_relaxed	1	4.2600	4.2520	0.0080	0.9166	0.9169	-0.0003	0.8598	0.8598	0.0000
1BUH	af_relaxed	2	4.3080	4.2180	0.0900	0.9169	0.9175	-0.0006	0.8598	0.8615	-0.0017
1BUH	af_relaxed	3	4.2030	4.2550	-0.0520	0.9180	0.9175	0.0005	0.8624	0.8589	0.0035
1BUH	af_relaxed	4	4.0600	4.0580	0.0020	0.9232	0.9245	-0.0013	0.8650	0.8676	-0.0026
1BUH	af_unrelaxed	0	4.3010	4.2110	0.0900	0.9173	0.9200	-0.0027	0.8606	0.8650	-0.0044
1BUH	af_unrelaxed	1	4.0500	4.2440	-0.1940	0.9237	0.9174	0.0063	0.8676	0.8615	0.0061
1BUH	af_unrelaxed	2	4.2520	4.2050	0.0470	0.9171	0.9180	-0.0009	0.8606	0.8650	-0.0044
1BUH	af_unrelaxed	3	4.2540	4.2480	0.0060	0.9183	0.9181	0.0002	0.8650	0.8598	0.0052
1BUH	af_unrelaxed	4	4.1890	4.0470	0.1420	0.9184	0.9250	-0.0066	0.8624	0.8693	-0.0069
1BUH	amber_af	0	4.3080	4.2160	0.0920	0.9169	0.9195	-0.0026	0.8598	0.8641	-0.0043
1BUH	amber_af	1	4.0590	4.2520	-0.1930	0.9232	0.9169	0.0063	0.8650	0.8598	0.0052
1BUH	amber_af	2	4.2600	4.2180	0.0420	0.9166	0.9175	-0.0009	0.8598	0.8624	-0.0026
1BUH	amber_af	3	4.2600	4.2550	0.0050	0.9178	0.9175	0.0003	0.8624	0.8589	0.0035
1BUH	amber_af	4	4.2050	4.0570	0.1480	0.9179	0.9245	-0.0066	0.8624	0.8676	-0.0052
1BUH	amber_boltz	0	1.0860	1.0300	0.0560	0.9769	0.9791	-0.0022	0.9434	0.9547	-0.0113
1BUH	amber_boltz	1	1.0760	1.0880	-0.0120	0.9772	0.9762	0.0010	0.9469	0.9382	0.0087
1BUH	amber_boltz	2	1.1390	1.0610	0.0780	0.9737	0.9782	-0.0045	0.9294	0.9469	-0.0175
1BUH	amber_boltz	3	1.2070	1.1480	0.0590	0.9711	0.9733	-0.0022	0.9233	0.9277	-0.0044
1BUH	amber_boltz	4	1.1370	1.2010	-0.0640	0.9742	0.9718	0.0024	0.9347	0.9242	0.0105
1BUH	boltz	0	1.0880	1.0330	0.0550	0.9768	0.9789	-0.0021	0.9408	0.9547	-0.0139
1BUH	boltz	1	1.0780	1.0900	-0.0120	0.9770	0.9761	0.0009	0.9443	0.9390	0.0053
1BUH	boltz	2	1.1390	1.0610	0.0780	0.9736	0.9782	-0.0046	0.9294	0.9495	-0.0201
1BUH	boltz	3	1.2050	1.1490	0.0560	0.9711	0.9732	-0.0021	0.9251	0.9294	-0.0043
1BUH	boltz	4	1.1370	1.2010	-0.0640	0.9741	0.9718	0.0023	0.9338	0.9242	0.0096
1BVN	af_relaxed	0	0.5620	0.5630	-0.0010	0.9957	0.9956	0.0001	0.9934	0.9934	0.0000
1BVN	af_relaxed	1	0.5620	0.5610	0.0010	0.9957	0.9957	0.0000	0.9929	0.9929	0.0000
1BVN	af_relaxed	2	0.5550	0.5530	0.0020	0.9958	0.9958	0.0000	0.9934	0.9940	-0.0006
1BVN	af_relaxed	3	0.5480	0.5370	0.0110	0.9959	0.9961	-0.0002	0.9940	0.9940	0.0000
1BVN	af_relaxed	4	0.5390	0.5440	-0.0050	0.9961	0.9960	0.0001	0.9940	0.9940	0.0000
1BVN	af_unrelaxed	0	0.5460	0.5520	-0.0060	0.9959	0.9958	0.0001	0.9945	0.9934	0.0011
1BVN	af_unrelaxed	1	0.5270	0.5490	-0.0220	0.9962	0.9959	0.0003	0.9950	0.9940	0.0010
1BVN	af_unrelaxed	2	0.5500	0.5440	0.0060	0.9958	0.9960	-0.0002	0.9934	0.9945	-0.0011
1BVN	af_unrelaxed	3	0.5370	0.5260	0.0110	0.9961	0.9962	-0.0001	0.9940	0.9950	-0.0010
1BVN	af_unrelaxed	4	0.5510	0.5330	0.0180	0.9958	0.9961	-0.0003	0.9940	0.9945	-0.0005
1BVN	amber_af	0	0.5560	0.5630	-0.0070	0.9958	0.9956	0.0002	0.9934	0.9934	0.0000
1BVN	amber_af	1	0.5390	0.5610	-0.0220	0.9961	0.9957	0.0004	0.9940	0.9929	0.0011
1BVN	amber_af	2	0.5620	0.5530	0.0090	0.9957	0.9958	-0.0001	0.9934	0.9934	0.0000
1BVN	amber_af	3	0.5490	0.5370	0.0120	0.9959	0.9961	-0.0002	0.9934	0.9940	-0.0006
1BVN	amber_af	4	0.5620	0.5450	0.0170	0.9957	0.9960	-0.0003	0.9934	0.9934	0.0000
1BVN	amber_boltz	0	0.6330	0.6850	-0.0520	0.9944	0.9934	0.0010	0.9889	0.9874	0.0015
1BVN	amber_boltz	1	0.6670	0.6550	0.0120	0.9937	0.9940	-0.0003	0.9849	0.9884	-0.0035
1BVN	amber_boltz	2	0.6760	0.6790	-0.0030	0.9935	0.9935	0.0000	0.9869	0.9889	-0.0020
1BVN	amber_boltz	3	0.6510	0.6830	-0.0320	0.9940	0.9934	0.0006	0.9924	0.9884	0.0040
1BVN	amber_boltz	4	0.6380	0.7170	-0.0790	0.9944	0.9927	0.0017	0.9909	0.9839	0.0070
1BVN	boltz	0	0.6330	0.6850	-0.0520	0.9944	0.9934	0.0010	0.9884	0.9869	0.0015
1BVN	boltz	1	0.6690	0.6550	0.0140	0.9937	0.9940	-0.0003	0.9869	0.9884	-0.0015
1BVN	boltz	2	0.6790	0.6800	-0.0010	0.9935	0.9935	0.0000	0.9869	0.9894	-0.0025
1BVN	boltz	3	0.6510	0.6820	-0.0310	0.9940	0.9934	0.0006	0.9919	0.9889	0.0030
1BVN	boltz	4	0.6360	0.7160	-0.0800	0.9944	0.9927	0.0017	0.9909	0.9849	0.0060
1CGI	af_relaxed	0	0.8710	1.0750	-0.2040	0.9866	0.9846	0.0020	0.9847	0.9847	0.0000
1CGI	af_relaxed	1	0.9830	1.0010	-0.0180	0.9850	0.9855	-0.0005	0.9827	0.9857	-0.0030
1CGI	af_relaxed	2	1.0230	1.0430	-0.0200	0.9848	0.9848	0.0000	0.9837	0.9857	-0.0020
1CGI	af_relaxed	3	1.0380	0.9500	0.0880	0.9853	0.9857	-0.0004	0.9857	0.9827	0.0030
1CGI	af_relaxed	4	0.9910	0.9280	0.0630	0.9853	0.9856	-0.0003	0.9837	0.9837	0.0000
1CGI	af_unrelaxed	0	0.9170	1.0480	-0.1310	0.9869	0.9853	0.0016	0.9857	0.9857	0.0000
1CGI	af_unrelaxed	1	0.9630	0.9210	0.0420	0.9866	0.9870	-0.0004	0.9867	0.9867	0.0000
1CGI	af_unrelaxed	2	0.9590	0.9600	-0.0010	0.9865	0.9866	-0.0001	0.9867	0.9867	0.0000
1CGI	af_unrelaxed	3	0.9980	0.9190	0.0790	0.9860	0.9869	-0.0009	0.9857	0.9857	0.0000
1CGI	af_unrelaxed	4	0.8690	0.9220	-0.0530	0.9874	0.9862	0.0012	0.9857	0.9847	0.0010
1CGI	amber_af	0	0.9620	1.0760	-0.1140	0.9858	0.9846	0.0012	0.9847	0.9847	0.0000
1CGI	amber_af	1	1.0420	1.0140	0.0280	0.9847	0.9851	-0.0004	0.9857	0.9857	0.0000
1CGI	amber_af	2	0.9870	1.0340	-0.0470	0.9856	0.9848	0.0008	0.9837	0.9857	-0.0020
1CGI	amber_af	3	1.0260	0.9440	0.0820	0.9847	0.9860	-0.0013	0.9837	0.9837	0.0000
1CGI	amber_af	4	0.8740	0.9280	-0.0540	0.9865	0.9856	0.0009	0.9837	0.9837	0.0000
1CGI	amber_boltz	0	0.8860	0.9100	-0.0240	0.9871	0.9862	0.0009	0.9857	0.9837	0.0020
1CGI	amber_boltz	1	0.8890	0.9410	-0.0520	0.9866	0.9851	0.0015	0.9837	0.9796	0.0041
1CGI	amber_boltz	2	0.8650	1.0130	-0.1480	0.9878	0.9857	0.0021	0.9847	0.9847	0.0000
1CGI	amber_boltz	3	0.8920	0.9070	-0.0150	0.9869	0.9859	0.0010	0.9827	0.9806	0.0021
1CGI	amber_boltz	4	0.8950	1.0620	-0.1670	0.9868	0.9847	0.0021	0.9847	0.9827	0.0020
1CGI	boltz	0	0.8790	0.8970	-0.0180	0.9876	0.9869	0.0007	0.9857	0.9837	0.0020
1CGI	boltz	1	0.8980	0.9360	-0.0380	0.9871	0.9857	0.0014	0.9827	0.9796	0.0031
1CGI	boltz	2	0.8580	1.0110	-0.1530	0.9882	0.9863	0.0019	0.9857	0.9847	0.0010
1CGI	boltz	3	0.8870	0.9060	-0.0190	0.9871	0.9866	0.0005	0.9827	0.9816	0.0011
1CGI	boltz	4	0.8870	0.9840	-0.0970	0.9871	0.9864	0.0007	0.9847	0.9837	0.0010
1CLV	af_relaxed	0	0.5100	0.5180	-0.0080	0.9958	0.9957	0.0001	0.9920	0.9931	-0.0011
1CLV	af_relaxed	1	0.4930	0.5230	-0.0300	0.9961	0.9956	0.0005	0.9941	0.9926	0.0015
1CLV	af_relaxed	2	0.4970	0.4900	0.0070	0.9960	0.9961	-0.0001	0.9947	0.9926	0.0021
1CLV	af_relaxed	3	0.4930	0.6050	-0.1120	0.9961	0.9945	0.0016	0.9941	0.9894	0.0047
1CLV	af_relaxed	4	0.5110	0.5020	0.0090	0.9958	0.9959	-0.0001	0.9931	0.9941	-0.0010
1CLV	af_unrelaxed	0	0.5130	0.5180	-0.0050	0.9957	0.9957	0.0000	0.9915	0.9926	-0.0011
1CLV	af_unrelaxed	1	0.4970	0.5240	-0.0270	0.9960	0.9956	0.0004	0.9931	0.9915	0.0016
1CLV	af_unrelaxed	2	0.5160	0.4940	0.0220	0.9957	0.9960	-0.0003	0.9931	0.9931	0.0000
1CLV	af_unrelaxed	3	0.4990	0.6070	-0.1080	0.9959	0.9945	0.0014	0.9936	0.9894	0.0042
1CLV	af_unrelaxed	4	0.4940	0.5060	-0.0120	0.9960	0.9959	0.0001	0.9936	0.9931	0.0005
1CLV	amber_af	0	0.5100	0.5170	-0.0070	0.9958	0.9957	0.0001	0.9920	0.9931	-0.0011
1CLV	amber_af	1	0.4930	0.5220	-0.0290	0.9961	0.9956	0.0005	0.9936	0.9926	0.0010
1CLV	amber_af	2	0.5120	0.4890	0.0230	0.9958	0.9961	-0.0003	0.9931	0.9931	0.0000
1CLV	amber_af	3	0.4980	0.6050	-0.1070	0.9960	0.9945	0.0015	0.9941	0.9894	0.0047
1CLV	amber_af	4	0.4920	0.5030	-0.0110	0.9961	0.9959	0.0002	0.9936	0.9941	-0.0005
1CLV	amber_boltz	0	0.5370	0.5770	-0.0400	0.9958	0.9951	0.0007	0.9947	0.9915	0.0032
1CLV	amber_boltz	1	0.5630	0.5140	0.0490	0.9954	0.9961	-0.0007	0.9915	0.9941	-0.0026
1CLV	amber_boltz	2	0.5880	0.5100	0.0780	0.9949	0.9963	-0.0014	0.9926	0.9936	-0.0010
1CLV	amber_boltz	3	0.5830	0.5890	-0.0060	0.9950	0.9948	0.0002	0.9920	0.9894	0.0026
1CLV	amber_boltz	4	0.6230	0.6410	-0.0180	0.9942	0.9938	0.0004	0.9894	0.9851	0.0043
1CLV	boltz	0	0.5360	0.5750	-0.0390	0.9958	0.9951	0.0007	0.9947	0.9915	0.0032
1CLV	boltz	1	0.5640	0.5130	0.0510	0.9953	0.9961	-0.0008	0.9910	0.9941	-0.0031
1CLV	boltz	2	0.5870	0.5100	0.0770	0.9949	0.9963	-0.0014	0.9931	0.9941	-0.0010
1CLV	boltz	3	0.5840	0.5910	-0.0070	0.9949	0.9948	0.0001	0.9915	0.9894	0.0021
1CLV	boltz	4	0.6250	0.6410	-0.0160	0.9942	0.9937	0.0005	0.9883	0.9851	0.0032
1D6R	af_relaxed	0	0.3260	0.3190	0.0070	0.9966	0.9967	-0.0001	0.9989	1.0000	-0.0011
1D6R	af_relaxed	1	0.3320	0.3260	0.0060	0.9965	0.9966	-0.0001	0.9989	0.9989	0.0000
1D6R	af_relaxed	2	0.3280	0.3340	-0.0060	0.9966	0.9964	0.0002	0.9989	0.9989	0.0000
1D6R	af_relaxed	3	0.3380	0.3210	0.0170	0.9964	0.9967	-0.0003	0.9989	0.9989	0.0000
1D6R	af_relaxed	4	0.3430	0.3130	0.0300	0.9962	0.9968	-0.0006	0.9989	1.0000	-0.0011
1D6R	af_unrelaxed	0	0.3420	0.3190	0.0230	0.9962	0.9967	-0.0005	0.9989	1.0000	-0.0011
1D6R	af_unrelaxed	1	0.3390	0.3220	0.0170	0.9963	0.9967	-0.0004	0.9989	0.9989	0.0000
1D6R	af_unrelaxed	2	0.3300	0.3310	-0.0010	0.9965	0.9965	0.0000	0.9989	0.9989	0.0000
1D6R	af_unrelaxed	3	0.3230	0.3200	0.0030	0.9966	0.9967	-0.0001	0.9989	1.0000	-0.0011
1D6R	af_unrelaxed	4	0.3240	0.3140	0.0100	0.9966	0.9968	-0.0002	0.9989	1.0000	-0.0011
1D6R	amber_af	0	0.3430	0.3190	0.0240	0.9962	0.9967	-0.0005	0.9989	1.0000	-0.0011
1D6R	amber_af	1	0.3390	0.3260	0.0130	0.9963	0.9966	-0.0003	0.9989	0.9989	0.0000
1D6R	amber_af	2	0.3310	0.3340	-0.0030	0.9965	0.9964	0.0001	0.9989	0.9989	0.0000
1D6R	amber_af	3	0.3250	0.3210	0.0040	0.9966	0.9967	-0.0001	0.9989	0.9989	0.0000
1D6R	amber_af	4	0.3270	0.3130	0.0140	0.9966	0.9968	-0.0002	0.9989	1.0000	-0.0011
1D6R	amber_boltz	0	0.2820	0.3080	-0.0260	0.9974	0.9969	0.0005	1.0000	1.0000	0.0000
1D6R	amber_boltz	1	0.2880	0.2880	0.0000	0.9973	0.9973	0.0000	1.0000	1.0000	0.0000
1D6R	amber_boltz	2	0.2800	0.2960	-0.0160	0.9975	0.9972	0.0003	1.0000	1.0000	0.0000
1D6R	amber_boltz	3	0.2840	0.3000	-0.0160	0.9974	0.9971	0.0003	1.0000	1.0000	0.0000
1D6R	amber_boltz	4	0.2890	0.2780	0.0110	0.9973	0.9975	-0.0002	1.0000	1.0000	0.0000
1D6R	boltz	0	0.2710	0.3020	-0.0310	0.9976	0.9971	0.0005	1.0000	1.0000	0.0000
1D6R	boltz	1	0.2770	0.2800	-0.0030	0.9975	0.9975	0.0000	1.0000	1.0000	0.0000
1D6R	boltz	2	0.2680	0.2860	-0.0180	0.9977	0.9973	0.0004	1.0000	1.0000	0.0000
1D6R	boltz	3	0.2730	0.2920	-0.0190	0.9976	0.9972	0.0004	1.0000	1.0000	0.0000
1D6R	boltz	4	0.2800	0.2660	0.0140	0.9975	0.9977	-0.0002	1.0000	1.0000	0.0000
1DE4	af_relaxed	0	1.9880	2.0100	-0.0220	0.9458	0.9435	0.0023	0.8621	0.8594	0.0027
1DE4	af_relaxed	1	2.0040	1.9880	0.0160	0.9455	0.9454	0.0001	0.8566	0.8603	-0.0037
1DE4	af_relaxed	2	2.0310	2.0080	0.0230	0.9415	0.9447	-0.0032	0.8483	0.8539	-0.0056
1DE4	af_relaxed	3	2.0610	2.0040	0.0570	0.9393	0.9440	-0.0047	0.8419	0.8502	-0.0083
1DE4	af_relaxed	4	1.9870	2.0210	-0.0340	0.9446	0.9434	0.0012	0.8557	0.8520	0.0037
1DE4	amber_af	0	1.9890	2.0090	-0.0200	0.9445	0.9435	0.0010	0.8557	0.8566	-0.0009
1DE4	amber_af	1	2.0300	1.9880	0.0420	0.9417	0.9453	-0.0036	0.8502	0.8585	-0.0083
1DE4	amber_af	2	2.0610	2.0070	0.0540	0.9392	0.9448	-0.0056	0.8419	0.8529	-0.0110
1DE4	amber_af	3	2.0050	2.0060	-0.0010	0.9455	0.9439	0.0016	0.8566	0.8502	0.0064
1DE4	amber_af	4	1.9890	2.0190	-0.0300	0.9457	0.9434	0.0023	0.8612	0.8520	0.0092
1DE4	amber_boltz	0	2.1360	2.1610	-0.0250	0.9318	0.9299	0.0019	0.8336	0.8263	0.0073
1DE4	amber_boltz	1	2.2980	2.2980	0.0000	0.9138	0.9164	-0.0026	0.8061	0.8143	-0.0082
1DE4	amber_boltz	2	2.2020	2.2120	-0.0100	0.9230	0.9228	0.0002	0.8263	0.8235	0.0028
1DE4	amber_boltz	3	2.1370	2.0520	0.0850	0.9321	0.9399	-0.0078	0.8447	0.8465	-0.0018
1DE4	amber_boltz	4	2.3370	2.4200	-0.0830	0.9128	0.9024	0.0104	0.8217	0.8125	0.0092
1DE4	boltz	0	2.1260	2.1520	-0.0260	0.9324	0.9304	0.0020	0.8355	0.8263	0.0092
1DE4	boltz	1	2.2910	2.2850	0.0060	0.9143	0.9174	-0.0031	0.8097	0.8180	-0.0083
1DE4	boltz	2	2.1930	2.2010	-0.0080	0.9235	0.9233	0.0002	0.8263	0.8263	0.0000
1DE4	boltz	3	2.1270	2.0380	0.0890	0.9326	0.9404	-0.0078	0.8474	0.8474	0.0000
1DE4	boltz	4	2.3300	2.4150	-0.0850	0.9133	0.9029	0.0104	0.8217	0.8153	0.0064
1DFJ	af_relaxed	0	0.5690	0.5680	0.0010	0.9820	0.9820	0.0000	0.9879	0.9879	0.0000
1DFJ	af_relaxed	1	0.5680	0.5740	-0.0060	0.9820	0.9817	0.0003	0.9879	0.9879	0.0000
1DFJ	af_relaxed	2	0.5610	0.5630	-0.0020	0.9825	0.9824	0.0001	0.9899	0.9899	0.0000
1DFJ	af_relaxed	3	0.5740	0.5730	0.0010	0.9817	0.9818	-0.0001	0.9879	0.9879	0.0000
1DFJ	af_relaxed	4	0.5540	0.5560	-0.0020	0.9829	0.9828	0.0001	0.9879	0.9879	0.0000
1DFJ	af_unrelaxed	0	0.5670	0.5600	0.0070	0.9821	0.9825	-0.0004	0.9879	0.9879	0.0000
1DFJ	af_unrelaxed	1	0.5510	0.5620	-0.0110	0.9830	0.9824	0.0006	0.9899	0.9879	0.0020
1DFJ	af_unrelaxed	2	0.5610	0.5530	0.0080	0.9824	0.9829	-0.0005	0.9879	0.9899	-0.0020
1DFJ	af_unrelaxed	3	0.5450	0.5650	-0.0200	0.9833	0.9822	0.0011	0.9879	0.9879	0.0000
1DFJ	af_unrelaxed	4	0.5570	0.5460	0.0110	0.9826	0.9833	-0.0007	0.9879	0.9879	0.0000
1DFJ	amber_af	0	0.5740	0.5680	0.0060	0.9817	0.9820	-0.0003	0.9879	0.9879	0.0000
1DFJ	amber_af	1	0.5620	0.5740	-0.0120	0.9825	0.9817	0.0008	0.9899	0.9879	0.0020
1DFJ	amber_af	2	0.5690	0.5630	0.0060	0.9820	0.9824	-0.0004	0.9879	0.9899	-0.0020
1DFJ	amber_af	3	0.5540	0.5720	-0.0180	0.9829	0.9818	0.0011	0.9879	0.9879	0.0000
1DFJ	amber_af	4	0.5700	0.5560	0.0140	0.9819	0.9827	-0.0008	0.9879	0.9879	0.0000
1DFJ	amber_boltz	0	0.6640	0.6580	0.0060	0.9762	0.9766	-0.0004	0.9778	0.9819	-0.0041
1DFJ	amber_boltz	1	0.6880	0.6590	0.0290	0.9747	0.9766	-0.0019	0.9758	0.9819	-0.0061
1DFJ	amber_boltz	2	0.6550	0.6800	-0.0250	0.9768	0.9752	0.0016	0.9798	0.9778	0.0020
1DFJ	amber_boltz	3	0.6680	0.6380	0.0300	0.9765	0.9780	-0.0015	0.9798	0.9839	-0.0041
1DFJ	amber_boltz	4	0.6720	0.6790	-0.0070	0.9756	0.9755	0.0001	0.9758	0.9819	-0.0061
1DFJ	boltz	0	0.6570	0.6530	0.0040	0.9766	0.9768	-0.0002	0.9778	0.9798	-0.0020
1DFJ	boltz	1	0.6770	0.6520	0.0250	0.9753	0.9770	-0.0017	0.9778	0.9798	-0.0020
1DFJ	boltz	2	0.6470	0.6670	-0.0200	0.9772	0.9760	0.0012	0.9819	0.9778	0.0041
1DFJ	boltz	3	0.6540	0.6260	0.0280	0.9772	0.9786	-0.0014	0.9798	0.9839	-0.0041
1DFJ	boltz	4	0.6610	0.6680	-0.0070	0.9762	0.9760	0.0002	0.9778	0.9819	-0.0041
1DQJ	af_relaxed	0	11.7320	11.7380	-0.0060	0.3585	0.3585	0.0000	0.2091	0.2079	0.0012
1DQJ	af_relaxed	1	11.7350	11.7390	-0.0040	0.3582	0.3583	-0.0001	0.2079	0.2103	-0.0024
1DQJ	af_relaxed	2	11.7890	11.7890	0.0000	0.3562	0.3558	0.0004	0.2114	0.2103	0.0011
1DQJ	af_relaxed	3	11.8150	11.7770	0.0380	0.3541	0.3565	-0.0024	0.2079	0.2114	-0.0035
1DQJ	af_relaxed	4	11.7960	11.8210	-0.0250	0.3556	0.3550	0.0006	0.2103	0.2103	0.0000
1DQJ	af_unrelaxed	0	11.7130	11.7190	-0.0060	0.3594	0.3600	-0.0006	0.2091	0.2091	0.0000
1DQJ	af_unrelaxed	1	11.7800	11.7170	0.0630	0.3565	0.3593	-0.0028	0.2114	0.2091	0.0023
1DQJ	af_unrelaxed	2	11.7120	11.7690	-0.0570	0.3589	0.3571	0.0018	0.2079	0.2114	-0.0035
1DQJ	af_unrelaxed	3	11.7670	11.7550	0.0120	0.3574	0.3575	-0.0001	0.2126	0.2091	0.0035
1DQJ	af_unrelaxed	4	11.7930	11.8010	-0.0080	0.3555	0.3560	-0.0005	0.2091	0.2138	-0.0047
1DQJ	amber_af	0	11.7320	11.7370	-0.0050	0.3584	0.3586	-0.0002	0.2091	0.2091	0.0000
1DQJ	amber_af	1	11.7960	11.7380	0.0580	0.3556	0.3583	-0.0027	0.2103	0.2103	0.0000
1DQJ	amber_af	2	11.7340	11.7870	-0.0530	0.3582	0.3558	0.0024	0.2079	0.2114	-0.0035
1DQJ	amber_af	3	11.7890	11.7780	0.0110	0.3562	0.3565	-0.0003	0.2126	0.2126	0.0000
1DQJ	amber_af	4	11.8150	11.8190	-0.0040	0.3541	0.3550	-0.0009	0.2056	0.2103	-0.0047
1DQJ	amber_boltz	0	11.7680	11.7770	-0.0090	0.3565	0.3575	-0.0010	0.2068	0.2091	-0.0023
1DQJ	amber_boltz	1	11.8030	11.7330	0.0700	0.3556	0.3547	0.0009	0.2068	0.2091	-0.0023
1DQJ	amber_boltz	2	11.7680	11.7680	0.0000	0.3571	0.3576	-0.0005	0.2079	0.2068	0.0011
